Song,Album Release Date,Hot100 Ranking Year,Decade,Season
Ride,2015-05-15,2016,new millennium,Spring
You Sang To Me,1999-09-28,2000,Nighnties,Autumn
Wild One,2021-06-18,2021,new millennium,Summer
I Cry,2012-06-22,2013,new millennium,Summer
Boyfriend,2022-02-11,2022,new millennium,Winter
IDGAF,2017-06-02,2018,new millennium,Summer
willow,2020-12-11,2021,new millennium,Winter
Oh Carolina/We’ll Be Together (with Shaggy) - Live,2018-11-23,2018,new millennium,Autumn
You're Makin' Me High,1996-06-18,1997,Nighnties,Summer
Jump - 2015 Remaster,1984-01-04,1984,Eighties,Winter
Hello,2015-11-20,2015,new millennium,Autumn
New York Groove,1978-01-01,1979,Seventies,Winter
How We Do (As Made Famous By The Game Featuring. 50 Cent),2011-01-18,2011,new millennium,Winter
Suga Suga,2003-01-01,2004,new millennium,Winter
U.N.I.T.Y.,1993-11-16,1994,Nighnties,Autumn
The Power of Love,1993-11-09,1994,Nighnties,Autumn
One Of Them Girls,2020-11-20,2020,new millennium,Autumn
Sandy,2017-02-10,2017,new millennium,Winter
Go the Distance,1997-11-04,1997,Nighnties,Autumn
Take Me Home Tonight,1986-10-15,1986,Eighties,Autumn
Money Maker,2006-01-01,2007,new millennium,Winter
Bop Gun (One Nation) - Radio Edit,1997-12-15,1997,Nighnties,Winter
Caught Up In You,1982-01-01,1982,Eighties,Winter
Someday,1990-06-12,1991,Nighnties,Summer
Endless Love (As Made Famous by Mariah Carey and Luther Vandross),2011-07-05,2011,new millennium,Summer
That's the Way (I Like It) - 2004 Remaster,1975-06-05,1976,Seventies,Summer
Overnight Celebrity,2004-01-27,2004,new millennium,Winter
Blinded By The Light,1976-07-11,1977,Seventies,Summer
Guitar Boogie Shuffle,1997-01-01,1997,Nighnties,Winter
Teen Beat,1960-01-01,1960,Sixties,Winter
Break It Off - Bonus,2021-10-15,2021,new millennium,Autumn
I Hate This Part,2008-09-23,2009,new millennium,Autumn
ily (i love you baby) (feat. Emilee),2019-11-26,2020,new millennium,Autumn
Give Me That,2005-05-17,2005,new millennium,Spring
Take Five,1959-12-14,1961,Fifties,Winter
Far Away,2005-09-26,2007,new millennium,Autumn
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",1999-05-29,2000,Nighnties,Spring
It's Time To Cry,1992-01-17,1992,Nighnties,Winter
Feel Good Inc.,2005-05-23,2005,new millennium,Spring
Sara Smile,1975-07-12,1976,Seventies,Summer
"See You Later, Alligator",1959-01-05,1959,Fifties,Winter
Have You Ever,1998-05-29,1999,Nighnties,Spring
One Of Us,1995-01-01,1996,Nighnties,Winter
Blueberry Hill,1959-01-01,1959,Fifties,Winter
Teenage Dream,2010-01-01,2011,new millennium,Winter
You Should Be Dancing,1976-01-01,1976,Seventies,Winter
Laffy Taffy,2005-11-08,2006,new millennium,Autumn
I Want You Back,1969-12-18,1970,Sixties,Winter
Budapest,2014-06-30,2015,new millennium,Summer
With Every Beat of My Heart,1989-10-07,1990,Eighties,Autumn
"That Sunday, That Summer",1963-04-01,1963,Sixties,Spring
Can't Stop the Feeling (Karaoke Version) [Originally Performed By Justin Timberlake],2016-07-11,2016,new millennium,Summer
You Make It Easy,2018-04-13,2018,new millennium,Spring
U and Dat (feat. T. Pain & Kandi Girl),2006-03-14,2006,new millennium,Spring
Just Walkin' in the Rain,1991-09-03,1991,Nighnties,Autumn
I Can't Dance - 2007 Remaster,1991-11-11,1992,Nighnties,Autumn
Say My Name,1999-07-27,2000,Nighnties,Summer
Just Like Me,1966-03-11,1966,Sixties,Spring
Animals - Radio Edit,2016-12-16,2016,new millennium,Winter
"Baby, Baby",1991-04-07,1991,Nighnties,Spring
I Won't Give Up,2012-04-13,2012,new millennium,Spring
Get Used to It,1979-06-13,1979,Seventies,Summer
Red Red Wine,2000-06-13,2000,new millennium,Summer
Mockingbird (In the Style of Carly Simon and James Taylor) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Big Bad John,1961-05-19,1961,Sixties,Spring
Castle on the Hill,2017-03-03,2017,new millennium,Spring
All This Time,1988-01-01,1989,Eighties,Winter
Someone You Loved,2019-05-17,2019,new millennium,Spring
HUMBLE.,2017-04-14,2017,new millennium,Spring
Travelin' Band,1970-07-24,1970,Seventies,Summer
Standing On the Corner,1953-07-19,1956,Fifties,Summer
Unpretty,1999-02-23,1999,Nighnties,Winter
She Hates Me,2001-08-28,2003,new millennium,Summer
All Cried Out (feat. 112) - Behind the scenes Video,1997-05-06,1997,Nighnties,Spring
Red Roses For a Blue Lady,2010-12-28,2010,new millennium,Winter
Cool Kids,2013-10-04,2014,new millennium,Autumn
I Want to Know What Love Is - 1999 Remaster,1984-12-12,1985,Eighties,Winter
Our Song,2006-10-24,2008,new millennium,Autumn
Searchin',2005-02-08,2005,new millennium,Winter
Cold (feat. Future),2018-06-15,2018,new millennium,Summer
Everything Your Heart Desires,1988-07-27,1988,Eighties,Summer
Best Friend,1994-01-08,1995,Nighnties,Winter
This Time I Know It's for Real,1989-03-20,1989,Eighties,Spring
Nikita,1985-11-07,1986,Eighties,Autumn
My Boy Lollipop,2010-01-01,2010,new millennium,Winter
Trouble With A Heartbreak,2022-04-22,2022,new millennium,Spring
You Beat Me To The Punch,1962-04-12,1962,Sixties,Spring
I Don't Wanna Fight,1993-04-10,1993,Nighnties,Spring
Feudin' And Fightin',2010-11-01,2010,new millennium,Autumn
Shop Around,1976-01-01,1976,Seventies,Winter
One Wish,2005-09-05,2006,new millennium,Autumn
Tiimmy Turner,2016-07-22,2016,new millennium,Summer
Side To Side,2016-05-20,2017,new millennium,Spring
South Side,2008-06-02,2008,new millennium,Summer
Mashed Potato Time,1962-01-01,1962,Sixties,Winter
Tryin' to Get the Feeling Again,1975-03-09,1976,Seventies,Spring
I Know,1994-10-25,1995,Nighnties,Autumn
Don't Walk Away (Originally Performed by Jade) [Karaoke Version],2016-01-22,2016,new millennium,Winter
Bartender,2014-09-30,2014,new millennium,Autumn
Black and Yellow,2011-03-29,2011,new millennium,Spring
Have You Seen Her,1990-02-20,1990,Nighnties,Winter
Mockingbird,2004-11-12,2005,new millennium,Autumn
Fats Domino Medley - Yes It's Me I'm in Love Again / I'm Walkin' / I Want to Walk You Home / Walking to New Orleans / My Blue Heaven / Blue Monday / Blueberry Hill,2011-05-19,2011,new millennium,Spring
Don't Forget About Me,2023-05-18,2023,new millennium,Spring
Bad Blood,2014-10-27,2015,new millennium,Autumn
Sucker,2019-06-07,2019,new millennium,Summer
Sittin' Up In My Room,2005-04-05,2005,new millennium,Spring
Wait for Me,1979-02-13,1980,Seventies,Winter
Blinding Lights,2020-03-20,2020,new millennium,Spring
All of Me,2013-08-30,2014,new millennium,Summer
"Baby, I Love Your Way/Freebird",1988-08-09,1989,Eighties,Summer
Goin' Out Of My Head/Can't Take My Eyes Off Of You - Medley / Live,1987-01-01,1987,Eighties,Winter
Intuition,2003-06-03,2003,new millennium,Summer
These Are The Times,1998-01-01,1999,Nighnties,Winter
I'd Die Without You,1993-03-23,1993,Nighnties,Spring
Thinking out Loud,2014-06-21,2015,new millennium,Summer
abcdefu,2021-08-13,2022,new millennium,Summer
PILLOWTALK,2016-03-25,2016,new millennium,Spring
Star Wars Theme/Cantina Band,1977-01-01,1977,Seventies,Winter
This Time I'm In It For Love,1977-09-01,1978,Seventies,Autumn
SexyBack (feat. Timbaland),2006-09-12,2007,new millennium,Autumn
Tom Dooley,1958-06-01,1958,Fifties,Summer
Third Man Theme,1996-10-22,1996,Nighnties,Autumn
Crash My Party,2013-01-01,2013,new millennium,Winter
Like I'm Gonna Lose You (feat. John Legend),2015-01-09,2015,new millennium,Winter
WHATS POPPIN,2020-03-13,2020,new millennium,Spring
Levitating (feat. DaBaby),2020-03-27,2022,new millennium,Spring
Time in a Bottle,1972-04-01,1974,Seventies,Spring
Yah Mo B There,1983-01-01,1984,Eighties,Winter
I Love You Because,1963-07-07,1963,Sixties,Summer
Better Than Me,2005-01-01,2007,new millennium,Winter
Undercover Angel,2021-03-05,2021,new millennium,Spring
Do Anything (feat. Niki Harris),1991-11-01,1991,Nighnties,Autumn
Good Life,2009-01-01,2011,new millennium,Winter
Woodstock,2016-04-01,2016,new millennium,Spring
This Guy/This Girl's In Love With You,2014-10-27,2014,new millennium,Autumn
Hard Habit to Break - 2006 Remaster,1984-05-14,1984,Eighties,Spring
You’re Beautiful,2023-05-12,2023,new millennium,Spring
Hollywood Swinging,1973-09-01,1974,Seventies,Autumn
Let The Four Winds Blow - Remastered 2002,2002-01-01,2002,new millennium,Winter
Jean,2005-10-25,2005,new millennium,Autumn
Leave the Door Open,2023-02-18,2023,new millennium,Winter
Down Low,2023-04-23,2023,new millennium,Spring
Lighters,2011-01-01,2011,new millennium,Winter
...Baby One More Time,1999-01-12,1999,Nighnties,Winter
The Way It Is - Karaoke,2006-03-28,2006,new millennium,Spring
Love Letters (Alternate Take),1961-12-03,1962,Sixties,Winter
Grazing In The Grass,1968-01-01,1968,Sixties,Winter
Green Green Grass Of Home,1967-03-01,1967,Sixties,Spring
Only Women Bleed,1975-03-11,1975,Seventies,Spring
In the Summertime,1970-01-01,1970,Seventies,Winter
No Guidance (feat. Drake),2019-06-28,2020,new millennium,Summer
Party Doll,2005-05-17,2005,new millennium,Spring
Town Without Pity,1972-07-11,1972,Seventies,Summer
Love In An Elevator - Single Version,1994-01-01,1994,Nighnties,Winter
The Heart Wants What It Wants,2014-01-01,2015,new millennium,Winter
Laugh at Me - Single Version,1967-05-10,1967,Sixties,Spring
Hook,1994-01-01,1996,Nighnties,Winter
Incomplete,2005-06-14,2005,new millennium,Summer
Fallin' in Love,2019-10-25,2019,new millennium,Autumn
At The Hop,1983-01-01,1983,Eighties,Winter
Superfly,1972-07-01,1973,Seventies,Summer
Crying,1962-01-01,1962,Sixties,Winter
What You Got,2008-01-01,2008,new millennium,Winter
Reelin' In The Years,1972-11-01,1973,Seventies,Autumn
Love On The Rocks,1980-11-10,1981,Eighties,Autumn
You And Me,2005-03-22,2005,new millennium,Spring
Your Woman,1997-02-24,1997,Nighnties,Winter
Hall of Fame (feat. will.i.am),2012-09-10,2013,new millennium,Autumn
"Get On The Good Foot, Pt. 1 - Single Version",2003-01-01,2003,new millennium,Winter
Blame It,2008-12-11,2009,new millennium,Winter
Stay The Night - Featuring Hayley Williams Of Paramore,2012-05-09,2014,new millennium,Spring
Sad Eyes - Remastered 2002,2002-06-09,2002,new millennium,Summer
That's All - 2007 Remaster,1983-10-03,1984,Eighties,Autumn
Release Me,1990-05-08,1990,Nighnties,Spring
Moon River(Vocal Audrey Hepburn),1961-05-05,1962,Sixties,Spring
Lonely Teardrops,1959-05-08,1959,Fifties,Spring
Rhythm Section,2017-06-30,2017,new millennium,Summer
"Because You Loved Me (Theme from ""Up Close and Personal"")",1996-03-11,1996,Nighnties,Spring
Whole Wide World (In the Style of A'me Lorain) - Karaoke Version,2022-10-27,2022,new millennium,Autumn
Only Girl (In The World),2010-01-01,2011,new millennium,Winter
Mine,2010-10-25,2010,new millennium,Autumn
Written in the Stars (feat. Eric Turner),2010-05-31,2011,new millennium,Spring
Heartbreaker,1982-05-19,1983,Eighties,Spring
He's the Greatest Dancer - 1995 Remaster,1979-02-15,1979,Seventies,Winter
See the Funny Little Clown,2016-10-28,2016,new millennium,Autumn
Why Can't We Live Together,2005-09-20,2005,new millennium,Autumn
Sharing The Night Together,1978-06-17,1979,Seventies,Summer
Drop It Like It's Hot,2004-01-01,2004,new millennium,Winter
The Glow Worm - Single Version,1995-01-01,1995,Nighnties,Winter
For Your Love - 2015 Remaster,1965-07-15,1965,Sixties,Summer
Just Can’t Get Enough,2023-02-01,2023,new millennium,Winter
If It Makes You Happy,1996-01-01,1996,Nighnties,Winter
Hymn for the Weekend,2015-12-04,2016,new millennium,Winter
Cool,2004-11-23,2005,new millennium,Autumn
Your Love Is My Drug,2010-01-01,2010,new millennium,Winter
I've Got a Rock 'n' Roll Heart,1983-02-01,1983,Eighties,Winter
One Step At a Time,2007-11-20,2008,new millennium,Autumn
Do I Make You Proud,2006-06-13,2006,new millennium,Summer
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,1999-05-13,2000,Nighnties,Spring
If I Had No Loot,1993-01-01,1993,Nighnties,Winter
One Night in Bangkok,1980-04-09,1985,Eighties,Spring
Cool for the Summer,2015-01-01,2015,new millennium,Winter
"December, 1963 (Oh What a Night!)",1975-03-10,1994,Seventies,Spring
Perfect,2017-03-03,2018,new millennium,Spring
Let's Go All The Way,2012-01-01,2012,new millennium,Winter
Rockin' Robin,1972-01-24,1972,Seventies,Winter
Handy Man,1960-01-01,1960,Sixties,Winter
Hearts,1981-01-01,1981,Eighties,Winter
Keep Their Heads Ringin',1995-04-11,1995,Nighnties,Spring
It's Late,1959-01-01,1959,Fifties,Winter
No One,2007-11-09,2008,new millennium,Autumn
I Walk Alone (Batista),2006-05-23,2006,new millennium,Spring
The Arms of the One Who Loves You,1998-05-01,1998,Nighnties,Spring
Ain't Nothing 'Bout You (Originally Performed by Brooks & Dunn) [Karaoke Version],2013-03-15,2013,new millennium,Spring
Wake up Little Susie,1964-08-01,1964,Sixties,Summer
Ain't Nothing Like the Real Thing (Originally Performed by Marvin Gaye & Tammi Terrell) [Karaoke Version],2016-02-06,2016,new millennium,Winter
St. George & The Dragonet,1989-01-01,1989,Eighties,Winter
Crazy In Love (feat. Jay-Z),2003-05-20,2003,new millennium,Spring
Cut It (feat. Young Dolph),2015-09-25,2016,new millennium,Autumn
One Bad Apple,1970-11-14,1971,Seventies,Autumn
Never Can Say Goodbye,1971-04-12,1971,Seventies,Spring
MacArthur Park - Single Version,1979-10-15,1979,Seventies,Autumn
See You Again (feat. Kali Uchis),2017-07-21,2017,new millennium,Summer
My Prayer,1956-09-10,1956,Fifties,Autumn
Foolish,2002-01-01,2002,new millennium,Winter
The Love You Save,1970-05-08,1970,Seventies,Spring
The Promise Of A New Day,1991-01-01,1991,Nighnties,Winter
'Til You Can't,2021-10-08,2022,new millennium,Autumn
Physical - Remastered 2021,2021-10-22,2021,new millennium,Autumn
Only The Strong Survive - Single Version,1968-11-01,1969,Sixties,Autumn
Obsesion (No Es Amor) (feat. Baby Bash),2003-02-04,2005,new millennium,Winter
679 (feat. Remy Boyz),2015-06-29,2015,new millennium,Summer
No Promises (feat. Demi Lovato),2017-03-31,2017,new millennium,Spring
I Hear You Knocking,1970-06-16,1971,Seventies,Summer
Ghost,2021-03-19,2022,new millennium,Spring
Never Lie,1994-01-01,1994,Nighnties,Winter
It's Not My Time,2008-01-01,2008,new millennium,Winter
Forever,2009-05-15,2009,new millennium,Spring
Stir Fry,2018-01-26,2018,new millennium,Winter
Be-Bop-A-Lula,2004-02-07,2004,new millennium,Winter
I Like You (A Happier Song) (with Doja Cat),2022-06-03,2022,new millennium,Summer
late at night,2021-12-17,2021,new millennium,Winter
Looking at Me,2019-07-19,2019,new millennium,Summer
Addicted,2008-01-01,2008,new millennium,Winter
Broccoli,2016-10-21,2017,new millennium,Autumn
September,1978-11-18,1979,Seventies,Autumn
Always On Time,2003-01-01,2003,new millennium,Winter
Bodak Yellow,2018-04-06,2018,new millennium,Spring
Rock Me Tonite,1984-08-12,1984,Eighties,Summer
Mercy,2017-04-20,2017,new millennium,Spring
The Ballroom Blitz,1996-04-10,1996,Nighnties,Spring
Please Help Me I'm Falling,1996-01-01,1996,Nighnties,Winter
Ring My Bell,2005-09-26,2005,new millennium,Autumn
The Long Run - 2013 Remaster,1979-02-08,1980,Seventies,Winter
I Want You,2013-08-01,2013,new millennium,Summer
Everybody (Backstreet's Back) - Extended Version,1996-02-06,1998,Nighnties,Winter
Why,2004-01-01,2004,new millennium,Winter
Standing Still,2001-10-30,2002,new millennium,Autumn
Lonely Boy,1976-04-13,1977,Seventies,Spring
I Don't Fuck With You,2015-02-24,2015,new millennium,Winter
We Didn't Start the Fire,1989-10-17,1990,Eighties,Autumn
They Want EFX,1992-04-07,1992,Nighnties,Spring
The Next Episode,1999-11-16,2000,Nighnties,Autumn
I Can't Sleep Baby (If I),1995-11-10,1996,Nighnties,Autumn
Build Me Up Buttercup,1967-01-01,1969,Sixties,Winter
Just the Way You Are,1977-08-14,1978,Seventies,Summer
Would I Lie To You?,1992-01-01,1992,Nighnties,Winter
Secret Agent Man,1998-01-01,1998,Nighnties,Winter
Pilot of the Airwaves,1979-06-12,1980,Seventies,Summer
Let's Groove,1981-11-14,1982,Eighties,Autumn
Shape of You,2017-03-03,2017,new millennium,Spring
Hypnotized (feat. Akon),2007-08-06,2008,new millennium,Summer
Come and Get Your Love - Radio Edit,1995-03-28,1995,Nighnties,Spring
Caught Up,2004-03-23,2005,new millennium,Spring
I Still Can't Get Over Loving You,1983-07-12,1984,Eighties,Summer
Rockabye (feat. Sean Paul & Anne-Marie),2018-11-30,2018,new millennium,Autumn
You Proof,2023-03-03,2023,new millennium,Spring
I Don't Know How To Love Him,1997-01-01,1997,Nighnties,Winter
'65 Love Affair,1979-08-19,1982,Seventies,Summer
There It Go (The Whistle Song),2005-01-01,2006,new millennium,Winter
Survivor,2001-05-01,2001,new millennium,Spring
Native New Yorker,1977-09-14,1978,Seventies,Autumn
Rise,1979-09-01,1979,Seventies,Autumn
What Makes You Beautiful,2012-05-25,2012,new millennium,Spring
Bartender (feat. Akon),2007-06-05,2007,new millennium,Summer
Bristol Stomp,2005-10-18,2005,new millennium,Autumn
"Love Somebody - from ""Hard to Hold"" - Original Soundtrack",1984-04-07,1984,Eighties,Spring
Take A Little Ride,2012-10-16,2012,new millennium,Autumn
Bossy Featuring Too $hort (feat. Too $hort),2006-08-22,2006,new millennium,Summer
Across The Alley From The Alamo,1995-01-01,1995,Nighnties,Winter
Time After Time,1999-03-06,1999,Nighnties,Spring
This Is America,2018-05-06,2018,new millennium,Spring
Reach Out I'll Be There,1967-07-01,1967,Sixties,Summer
Ride Like the Wind,1979-12-20,1980,Seventies,Winter
"Hush, Hush, Sweet Charlotte",1965-07-22,1965,Sixties,Summer
Psychotic Reaction,1966-01-01,1966,Sixties,Winter
CoCo,2014-11-10,2015,new millennium,Autumn
Life After You,2009-07-14,2010,new millennium,Summer
Stand by Me,1962-08-20,1987,Sixties,Summer
Back & Forth,1994-05-22,1994,Nighnties,Spring
"Baby, I'm For Real",1969-01-01,1969,Sixties,Winter
Runaway Train (2022 Remaster),1992-10-06,1993,Nighnties,Autumn
This House,1990-01-01,1991,Nighnties,Winter
What About Us (Remix) [feat. Black Rob],1998-10-27,1998,Nighnties,Autumn
Western Union,2006-02-01,2006,new millennium,Winter
Take My Name,2021-07-30,2022,new millennium,Summer
Witch Doctor,2014-10-07,2014,new millennium,Autumn
Shotgun,1965-02-03,1965,Sixties,Winter
Emotional Rescue - Remastered 2009,1980-06-20,1980,Eighties,Summer
Move Bitch,2001-01-01,2002,new millennium,Winter
Mission Bell - Original Gusto Recordings,1976-05-11,1976,Seventies,Spring
Gitarzan - 1969 #8 Billboard chart hit Monument,1969-05-14,1969,Sixties,Spring
Unholy,2023-02-10,2023,new millennium,Winter
Pullin' Me Back,2006-01-01,2006,new millennium,Winter
Somebody's Baby,1997-01-01,1997,Nighnties,Winter
On Our Own,1989-06-16,1989,Eighties,Summer
It's Five O'Clock Somewhere (with Jimmy Buffett),1991-03-06,2003,Nighnties,Spring
Cradle of Love,1960-12-03,1960,Sixties,Winter
"Somewhere, My Love (Lara's Theme from ""Doctor Zhivago"")",1966-04-08,1966,Sixties,Spring
Hit 'Em Up Style (Oops!),2001-01-18,2001,new millennium,Winter
Rebel Rouser,1965-11-24,1965,Sixties,Autumn
Hooked on a Feeling - Rerecorded,2009-01-01,2009,new millennium,Winter
You Keep Me Hangin' On,2014-06-11,2014,new millennium,Summer
Islands in the Stream,2009-10-30,2009,new millennium,Autumn
Come & Go (with Marshmello),2020-07-10,2020,new millennium,Summer
Walk This Way (feat. Aerosmith),1986-05-15,1986,Eighties,Spring
Mentirosa,1989-01-01,1990,Eighties,Winter
You Don't Know How It Feels,1994-10-21,1995,Nighnties,Autumn
Work It,2002-11-11,2002,new millennium,Autumn
True Colors,1986-10-14,1986,Eighties,Autumn
