Song,Album Release Date,Hot100 Ranking Year,Decade,Season
Again,2000-01-01,2001,new millennium,Winter
The Old Lamp-Lighter,2000-05-09,2000,new millennium,Spring
Case Of The Ex (Whatcha Gonna Do),2000-01-01,2000,new millennium,Winter
Dance with Me,2000-07-21,2001,new millennium,Summer
Superman (It's Not Easy),2000-09-26,2002,new millennium,Autumn
Red Red Wine,2000-06-13,2000,new millennium,Summer
Red Roses For A Blue Lady,2000-02-08,2000,new millennium,Winter
Broken Hearted Me,2000-01-01,2000,new millennium,Winter
Hello Walls,2000-01-01,2000,new millennium,Winter
I Don't Wanna Know,2000-04-11,2004,new millennium,Spring
Back Here,2000-01-01,2000,new millennium,Winter
In the End,2000-10-24,2002,new millennium,Autumn
Lady Madonna - Remastered 2015,2000-11-13,2000,new millennium,Autumn
What'chu Like (feat. Tyrese),2000-04-11,2000,new millennium,Spring
Gotta Tell You,2000-09-05,2000,new millennium,Autumn
A Teenager's Romance,2000-01-01,2000,new millennium,Winter
Danger (Been So Long) featuring Nivea,2000-09-26,2001,new millennium,Autumn
Most Girls,2000-04-04,2001,new millennium,Spring
Follow Me,2000-06-13,2001,new millennium,Summer
Faded,2000-02-08,2000,new millennium,Winter
Turn Off The Light,2000-04-10,2002,new millennium,Spring
I Like It,2000-01-01,2000,new millennium,Winter
Trapped By a Thing Called Love,2000-01-01,2000,new millennium,Winter
Your Precious Love,2000-04-11,2000,new millennium,Spring
I Wanna Know,2000-04-18,2000,new millennium,Spring
Beautiful Day,2000-01-01,2001,new millennium,Winter
That's The Way,2000-08-01,2000,new millennium,Summer
I Will Survive - Single Version,2000-01-01,2000,new millennium,Winter
Fill Me In,2000-08-14,2001,new millennium,Summer
Tell It Like It Is,2000-01-11,2000,new millennium,Winter
It Wasn't Me,2000-08-08,2001,new millennium,Summer
It Feels So Good,2000-08-24,2000,new millennium,Summer
Ball Of Confusion (That's What The World Is Today) - Single Version/Mono,2000-01-11,2000,new millennium,Winter
Dance with Me,2000-09-19,2000,new millennium,Autumn
Better Off Alone,2000-10-01,2000,new millennium,Autumn
Turn Off The Light,2000-08-16,2001,new millennium,Summer
Promise,2000-01-18,2001,new millennium,Winter
He Wasn't Man Enough,2000-03-04,2000,new millennium,Spring
Southern Hospitality (Featuring Pharrell),2000-01-01,2001,new millennium,Winter
This I Promise You,2000-03-21,2001,new millennium,Spring
"Baby, It's Cold Outside",2000-06-17,2000,new millennium,Summer
It's Gonna Be Me,2000-03-21,2000,new millennium,Spring
I'm Walking Behind You - 2001 Remastered,2001-07-10,2001,new millennium,Summer
She Hates Me,2001-08-28,2003,new millennium,Summer
The Whole World (feat. Killer Mike),2001-10-04,2002,new millennium,Autumn
Here,2001-07-30,2001,new millennium,Summer
Hella Good,2001-12-11,2002,new millennium,Winter
The Middle,2001-07-17,2002,new millennium,Summer
My Cup Runneth Over,2001-08-06,2001,new millennium,Summer
Cross My Broken Heart,2001-01-01,2001,new millennium,Winter
Hooray For Hazel,2001-01-01,2001,new millennium,Winter
Underneath Your Clothes,2001-11-13,2002,new millennium,Autumn
Good Morning Starshine,2001-01-01,2001,new millennium,Winter
U Remind Me,2001-08-07,2001,new millennium,Summer
Get Ur Freak On,2001-05-14,2001,new millennium,Spring
No Such Thing,2001-08-16,2002,new millennium,Summer
You're Just In Love (I Wonder Why),2001-08-06,2001,new millennium,Summer
What's Luv? (feat. Ja-Rule & Ashanti),2001-12-04,2002,new millennium,Winter
Tell Me Why - 2001 Remastered,2001-07-10,2001,new millennium,Summer
Standing Still,2001-10-30,2002,new millennium,Autumn
People Everyday - Metamorphosis Mix,2001-01-01,2001,new millennium,Winter
Picture (feat. Sheryl Crow),2001-11-19,2003,new millennium,Autumn
Oh Girl,2001-01-03,2001,new millennium,Winter
Funny Way Of Laughing,2001-09-25,2001,new millennium,Autumn
The Banana Boat Song,2001-05-17,2001,new millennium,Spring
Hero,2001-01-01,2002,new millennium,Winter
Hit 'Em Up Style (Oops!),2001-01-18,2001,new millennium,Winter
Macarena - Bayside Boys Remix,2001-03-19,2001,new millennium,Spring
Rocket 2 U,2001-01-01,2001,new millennium,Winter
Escape,2001-01-01,2002,new millennium,Winter
Rock The Boat,2001-07-07,2002,new millennium,Summer
Move Bitch,2001-01-01,2002,new millennium,Winter
Drops of Jupiter (Tell Me),2001-03-27,2001,new millennium,Spring
Survivor,2001-05-01,2001,new millennium,Spring
Helen Wheels,2001-05-07,2001,new millennium,Spring
It's Over Now,2001-08-12,2001,new millennium,Summer
Dynomite,2001-01-01,2001,new millennium,Winter
Love Is A Battlefield,2001-01-01,2001,new millennium,Winter
Oh! My Pa-Pa (O Mein Papa) - 2001 Remastered,2001-07-10,2001,new millennium,Summer
What's Luv? (feat. Ja-Rule & Ashanti),2001-12-04,2002,new millennium,Winter
Gone,2001-07-24,2002,new millennium,Summer
Jet,2001-05-07,2001,new millennium,Spring
My Sacrifice,2001-01-01,2002,new millennium,Winter
It's Been Awhile,2001-05-22,2001,new millennium,Spring
If You Go,2001-01-01,2001,new millennium,Winter
"Lights, Camera, Action!",2001-01-01,2002,new millennium,Winter
My Baby,2001-01-01,2001,new millennium,Winter
I Go to Pieces,2001-02-04,2001,new millennium,Winter
One Last Breath,2001-01-01,2002,new millennium,Winter
I Do!!,2001-07-09,2001,new millennium,Summer
The Space Between,2001-02-27,2001,new millennium,Winter
How You Remind Me,2001-09-11,2002,new millennium,Autumn
One More Day,2001-02-02,2001,new millennium,Winter
Superwoman Pt. II - Rap Version Remix,2001-09-15,2001,new millennium,Autumn
Heard It All Before,2001-09-16,2001,new millennium,Autumn
The Crazy Otto Medley,2001-04-12,2001,new millennium,Spring
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,2001-11-07,2002,new millennium,Autumn
Izzo (H.O.V.A.),2001-09-11,2001,new millennium,Autumn
True Love Ways,2001-02-04,2001,new millennium,Winter
All You Wanted,2001-07-31,2002,new millennium,Summer
Differences,2001-04-03,2002,new millennium,Spring
I Need You,2001-01-30,2001,new millennium,Winter
"Whenever, Wherever",2001-11-13,2002,new millennium,Autumn
Caramel,2001-01-01,2002,new millennium,Winter
Differences,2001-04-03,2001,new millennium,Spring
Someone To Call My Lover,2001-01-01,2001,new millennium,Winter
Hero,2001-01-01,2001,new millennium,Winter
Sea of Heartbreak,2001-05-15,2001,new millennium,Spring
My Love,2001-05-07,2001,new millennium,Spring
Wasting My Time,2001-04-07,2002,new millennium,Spring
Livin' It Up,2001-10-02,2002,new millennium,Autumn
Deep Purple,2001-04-08,2001,new millennium,Spring
Let Me Blow Ya Mind,2001-01-01,2001,new millennium,Winter
Morgen,2001-02-20,2001,new millennium,Winter
Party Up (Up In Here),2001-01-01,2001,new millennium,Winter
Family Affair,2001-08-28,2002,new millennium,Summer
Hocus Pocus,2001-03-04,2001,new millennium,Spring
Mr. Bojangles - Remastered 2001,2001-01-01,2001,new millennium,Winter
I'm Real (feat. Ja Rule) - Murder Remix,2001-01-23,2001,new millennium,Winter
Living And Living Well,2001-01-01,2002,new millennium,Winter
Austin,2001-07-31,2001,new millennium,Summer
Rollout (My Business),2001-01-01,2002,new millennium,Winter
"A Little Bit Me, a Little Bit You",2001-05-16,2001,new millennium,Spring
Play,2001-01-23,2001,new millennium,Winter
Music (feat. Marvin Gaye),2001-08-27,2001,new millennium,Summer
Sweet Pea,2001-01-01,2001,new millennium,Winter
Woman,2001-02-04,2001,new millennium,Winter
Wherever You Will Go,2001-05-01,2002,new millennium,Spring
Livin' It Up,2001-10-02,2001,new millennium,Autumn
Jaded,2001-03-05,2001,new millennium,Spring
Turn It Up / Fire It Up - Remix,2001-03-03,2001,new millennium,Spring
Fallin',2001-06-05,2001,new millennium,Summer
Hey Baby,2001-12-11,2002,new millennium,Winter
When It's Over - David Kahne Main,2001-06-12,2001,new millennium,Summer
Butterflies,2001-10-29,2002,new millennium,Autumn
Your Body Is a Wonderland,2001-08-16,2003,new millennium,Summer
I Need You Now - 2001 Remastered,2001-07-10,2001,new millennium,Summer
Bootylicious,2001-05-01,2001,new millennium,Spring
Family Affair,2001-08-28,2001,new millennium,Summer
I Wanna Be Bad,2001-07-17,2001,new millennium,Summer
Try Again,2001-07-07,2001,new millennium,Summer
Anything (feat. Next),2001-03-13,2002,new millennium,Spring
Macarena - Bayside Boys Remix,2001-03-19,2001,new millennium,Spring
What Would You Do?,2001-01-01,2001,new millennium,Winter
Dizzy,2001-01-01,2001,new millennium,Winter
There's No Tomorrow,2001-07-30,2001,new millennium,Summer
Junior's Farm - DJ Edit,2001-05-07,2001,new millennium,Spring
Drift Away - Single Version,2001-01-01,2001,new millennium,Winter
More Than A Woman,2001-07-07,2002,new millennium,Summer
Rainy Dayz,2001-08-28,2002,new millennium,Summer
Kung Fu Fighting,2001-04-08,2001,new millennium,Spring
U Don't Have to Call,2001-08-07,2002,new millennium,Summer
Oh Happy Day,2001-08-07,2001,new millennium,Summer
Dreams,2001-01-01,2001,new millennium,Winter
Peaches & Cream,2001-05-06,2001,new millennium,Spring
U Got It Bad,2001-08-07,2002,new millennium,Summer
Kyrie - Single Version,2001-04-17,2001,new millennium,Spring
All For You,2001-01-01,2001,new millennium,Winter
Can't Fight The Moonlight,2001-01-30,2002,new millennium,Winter
Goodnight Tonight,2001-05-07,2001,new millennium,Spring
Where the Party At (feat. Nelly),2001-07-03,2001,new millennium,Summer
Out of Touch,2001-01-23,2001,new millennium,Winter
Missing You,2001-01-01,2001,new millennium,Winter
Underneath It All,2001-12-11,2002,new millennium,Winter
Anytime - Remastered,2001-07-10,2001,new millennium,Summer
Grown Men Don't Cry,2001-04-24,2001,new millennium,Spring
Blurry,2001-01-01,2002,new millennium,Winter
No More Drama,2001-08-28,2002,new millennium,Summer
I Do!!,2001-07-09,2002,new millennium,Summer
Irresistible,2001-06-05,2001,new millennium,Summer
The Game of Love (feat. Michelle Branch) - Main / Radio Mix,2002-09-30,2003,new millennium,Autumn
Excuse Me Miss,2002-11-12,2003,new millennium,Autumn
Why Don't You & I (feat. Chad Kroeger),2002-09-30,2003,new millennium,Autumn
Beautiful,2002-07-19,2003,new millennium,Summer
Can't Hold Us Down (feat. Lil' Kim),2002-07-19,2003,new millennium,Summer
A Thousand Miles,2002-04-30,2002,new millennium,Spring
Mesmerize,2002-01-01,2005,new millennium,Winter
Cleanin' Out My Closet,2002-05-26,2002,new millennium,Spring
Gotta Get Thru This - D'N'D Radio Edit,2002-01-01,2002,new millennium,Winter
The Main Event/Fight,2002-01-29,2002,new millennium,Winter
Dilemma,2002-06-25,2002,new millennium,Summer
Headstrong,2002-11-05,2003,new millennium,Autumn
Thugz Mansion - 7 Remix,2002-01-01,2003,new millennium,Winter
Everytime You Go Away,2002-04-06,2002,new millennium,Spring
Luv U Better,2002-10-08,2002,new millennium,Autumn
Natural High - Single Version,2002-04-03,2002,new millennium,Spring
Oh Boy,2002-01-01,2002,new millennium,Winter
Living For The City,2002-10-29,2002,new millennium,Autumn
"Fingertips - Pt. 2 / Live At The Regal Theater, 1963",2002-10-29,2002,new millennium,Autumn
This Love,2002-03-09,2004,new millennium,Spring
Sk8er Boi,2002-06-04,2002,new millennium,Summer
She Will Be Loved - Radio Mix,2002-07-14,2004,new millennium,Summer
If You Love Me (Really Love Me),2002-07-09,2002,new millennium,Summer
Like a Stone,2002-11-17,2003,new millennium,Autumn
I'm Alive,2002-03-22,2002,new millennium,Spring
Happy,2002-01-01,2002,new millennium,Winter
Here Without You,2002-11-12,2003,new millennium,Autumn
Soak Up The Sun,2002-04-08,2002,new millennium,Spring
Still Fly,2002-01-01,2002,new millennium,Winter
19 Somethin' - Greatest Hits Version,2002-01-01,2003,new millennium,Winter
Gangsta Lovin',2002-01-01,2002,new millennium,Winter
Work It,2002-11-11,2003,new millennium,Autumn
When I'm Gone,2002-11-12,2003,new millennium,Autumn
Oops (Oh My) [feat. Missy Elliott],2002-04-02,2002,new millennium,Spring
Superstition - Single Version,2002-10-29,2002,new millennium,Autumn
Beer For My Horses,2002-01-01,2003,new millennium,Winter
Air Force Ones,2002-06-25,2003,new millennium,Summer
What About Us?,2002-02-25,2002,new millennium,Winter
You Belong To Me,2002-01-01,2002,new millennium,Winter
Jambalaya (On The Bayou),2002-01-01,2002,new millennium,Winter
Put That Woman First,2002-11-05,2003,new millennium,Autumn
Gossip Folks (feat. Ludacris),2002-11-11,2003,new millennium,Autumn
Mesmerize,2002-01-01,2003,new millennium,Winter
Full Moon,2002-02-25,2002,new millennium,Winter
I've Been Lonely Too Long - Single Version,2002-01-01,2002,new millennium,Winter
Hey Ma,2002-01-01,2002,new millennium,Winter
Like I Love You,2002-11-04,2002,new millennium,Autumn
The Jolly Green Giant (Re-Recording),2002-01-01,2002,new millennium,Winter
Don't Mess With My Man (feat. Brian Casey & Brandon Casey),2002-12-10,2003,new millennium,Winter
Complicated,2002-06-04,2002,new millennium,Summer
Days Go By,2002-03-09,2002,new millennium,Spring
Beautiful,2002-01-01,2003,new millennium,Winter
Hot In Herre,2002-06-25,2002,new millennium,Summer
"Get Down, Get Down (Get on the Floor) (Rercorded)",2002-11-01,2002,new millennium,Autumn
Walk A Mile In My Shoes - 2002 Remaster / 24-Bit Mastering,2002-01-01,2002,new millennium,Winter
Miss You,2002-12-10,2003,new millennium,Winter
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,2002-09-26,2003,new millennium,Autumn
Uh Huh,2002-03-09,2002,new millennium,Spring
"No Shoes, No Shirt, No Problems",2002-04-02,2003,new millennium,Spring
Sing For The Moment,2002-05-26,2003,new millennium,Spring
Rock Your Body,2002-11-04,2003,new millennium,Autumn
Crying In the Chapel,2002-09-24,2002,new millennium,Autumn
Love Me Tender,2002-09-24,2002,new millennium,Autumn
The Lord's Prayer 1983,2002-07-31,2002,new millennium,Summer
Suddenly - Xanadu/Soundtrack Version,2002-02-05,2002,new millennium,Winter
Why Don't You & I (feat. Chad Kroeger),2002-09-30,2004,new millennium,Autumn
Down 4 U,2002-01-01,2002,new millennium,Winter
Sad Eyes - Remastered 2002,2002-06-09,2002,new millennium,Summer
I'm Gonna Be Alright - Track Masters Remix,2002-02-05,2002,new millennium,Winter
Here Without You,2002-11-12,2004,new millennium,Autumn
Come Over (feat. Tank),2002-12-10,2003,new millennium,Winter
You Belong To Me,2002-01-01,2002,new millennium,Winter
How You Gonna Act Like That,2002-12-01,2003,new millennium,Winter
Wishing On a Star,2002-04-05,2002,new millennium,Spring
Unwell,2002-11-01,2003,new millennium,Autumn
Nothin',2002-01-01,2002,new millennium,Winter
Fighter,2002-07-19,2003,new millennium,Summer
Hands Clean,2002-02-25,2002,new millennium,Winter
When You're Gone,2002-09-16,2002,new millennium,Autumn
Drift Away,2002-07-09,2003,new millennium,Summer
Superman,2002-05-26,2003,new millennium,Spring
You’ll Think Of Me,2002-01-01,2004,new millennium,Winter
She Will Be Loved - Radio Mix,2002-03-16,2005,new millennium,Spring
Foolish,2002-01-01,2002,new millennium,Winter
Clocks,2002-08-08,2003,new millennium,Summer
Work It,2002-11-11,2002,new millennium,Autumn
"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",2002-01-01,2002,new millennium,Winter
You Belong To Me,2002-01-01,2002,new millennium,Winter
Cry Me a River,2002-11-04,2003,new millennium,Autumn
The Good Stuff,2002-04-02,2002,new millennium,Spring
If You're Not The One,2002-01-01,2003,new millennium,Winter
Forever And For Always,2002-01-01,2003,new millennium,Winter
Halfcrazy,2002-05-07,2002,new millennium,Spring
Heaven,2002-02-26,2002,new millennium,Winter
"Bump, Bump, Bump (feat. P. Diddy)",2002-12-10,2003,new millennium,Winter
Night,2002-06-12,2002,new millennium,Summer
I Can See Clearly Now,2002-06-11,2002,new millennium,Summer
I Know What You Want (feat. Flipmode Squad),2002-11-26,2003,new millennium,Autumn
Twist Of Fate,2002-02-05,2002,new millennium,Winter
Without Me,2002-05-26,2002,new millennium,Spring
Let The Four Winds Blow - Remastered 2002,2002-01-01,2002,new millennium,Winter
Magic Stick,2003-03-03,2003,new millennium,Spring
Dawn (Go Away),2003-01-14,2003,new millennium,Winter
Swearin' to God - Single Version,2003-01-14,2003,new millennium,Winter
U Should've Known Better,2003-05-14,2004,new millennium,Spring
Shake,2003-06-17,2003,new millennium,Summer
Chariot,2003-07-21,2005,new millennium,Summer
Damn! (feat. Lil' Jon) - Club Mix,2003-07-25,2004,new millennium,Summer
Crazy In Love (feat. Jay-Z),2003-05-20,2003,new millennium,Spring
If I Ain't Got You,2003-12-02,2004,new millennium,Winter
Rock Wit U (Awww Baby),2003-01-01,2003,new millennium,Winter
Obsesion (No Es Amor) (feat. Baby Bash),2003-02-04,2005,new millennium,Winter
Among My Souvenirs,2003-01-01,2003,new millennium,Winter
You Don't Know My Name,2003-12-02,2004,new millennium,Winter
Baby Boy (feat. Sean Paul),2003-06-24,2003,new millennium,Summer
Roses,2003-03-07,2004,new millennium,Spring
Intuition,2003-06-03,2003,new millennium,Summer
Thoia Thoing,2003-09-23,2003,new millennium,Autumn
Calling All Angels,2003-06-03,2003,new millennium,Summer
This Is The Night,2003-06-03,2003,new millennium,Summer
Right Thurr,2003-01-01,2003,new millennium,Winter
Always On Time,2003-01-01,2003,new millennium,Winter
I Miss You,2003-01-01,2003,new millennium,Winter
I'll Dance at Your Wedding,2003-04-01,2003,new millennium,Spring
Suga Suga,2003-01-01,2004,new millennium,Winter
Collide,2003-10-07,2005,new millennium,Autumn
Say It Loud - I'm Black And I'm Proud - Pt. 1,2003-01-01,2003,new millennium,Winter
In Da Club,2003-02-06,2003,new millennium,Winter
How Do I Live,2003-11-18,2003,new millennium,Autumn
So Gone,2003-06-07,2003,new millennium,Summer
P.I.M.P.,2003-02-06,2003,new millennium,Winter
Hey Ya!,2003-06-15,2004,new millennium,Summer
"Get On The Good Foot, Pt. 1 - Single Version",2003-01-01,2003,new millennium,Winter
The Reason,2003-12-09,2004,new millennium,Winter
"Open The Door, Richard",2003-01-01,2003,new millennium,Winter
Holidae In,2003-01-01,2004,new millennium,Winter
Ronnie,2003-01-14,2003,new millennium,Winter
Sorry 2004,2003-08-22,2004,new millennium,Summer
Have You Forgotten?,2003-01-01,2003,new millennium,Winter
Salt Shaker,2003-09-16,2004,new millennium,Autumn
Kokomo,2003-01-01,2003,new millennium,Winter
A Moment Like This,2003-04-15,2003,new millennium,Spring
Ignition - Remix,2003-09-14,2003,new millennium,Autumn
Stand Up,2003-01-01,2003,new millennium,Winter
Baby Boy (feat. Sean Paul),2003-06-24,2004,new millennium,Summer
My Immortal,2003-03-04,2004,new millennium,Spring
Step In the Name of Love - Remix,2003-08-16,2004,new millennium,Summer
Can't Let You Go (feat. Mike Shorey & Lil' Mo),2003-02-01,2003,new millennium,Winter
It's My Life,2003-01-01,2004,new millennium,Winter
Meant to Live,2003-06-17,2004,new millennium,Summer
21 Questions,2003-02-06,2003,new millennium,Winter
"Ruby, Don't Take Your Love To Town",2003-01-01,2003,new millennium,Winter
(You've Got) The Magic Touch,2003-03-13,2003,new millennium,Spring
Someday,2003-09-23,2004,new millennium,Autumn
Stay Awhile - Remastered,2003-01-01,2003,new millennium,Winter
Everything Changes,2003-07-17,2003,new millennium,Summer
Dirty Diana,2003-11-18,2003,new millennium,Autumn
Slow Motion,2003-01-01,2004,new millennium,Winter
How Do I Live,2003-11-18,2003,new millennium,Autumn
Numb,2003-03-24,2004,new millennium,Spring
Candy Girl,2003-01-14,2003,new millennium,Winter
Shakedown,2003-11-04,2003,new millennium,Autumn
Dance with Me,2003-01-14,2003,new millennium,Winter
Stand Up,2003-01-01,2004,new millennium,Winter
Rain On Me,2003-01-01,2003,new millennium,Winter
Suga Suga,2003-01-01,2003,new millennium,Winter
The Dickie Bird Song,2003-05-19,2003,new millennium,Spring
Are You Gonna Be My Girl,2003-09-15,2004,new millennium,Autumn
One Call Away,2003-01-01,2004,new millennium,Winter
"Me, Myself and I",2003-06-24,2004,new millennium,Summer
Black or White - Single Version,2003-11-18,2003,new millennium,Autumn
Where Is The Love?,2003-06-24,2003,new millennium,Summer
Diary (feat. Tony! Toni! Tone! & Jermaine Paul),2003-12-02,2004,new millennium,Winter
Hero (feat. Josey Scott),2003-05-10,2003,new millennium,Spring
Splash Waterfalls,2003-01-01,2004,new millennium,Winter
Daughters,2003-09-09,2005,new millennium,Autumn
Toxic,2003-11-13,2004,new millennium,Autumn
This Is My Song,2003-04-14,2003,new millennium,Spring
With You,2003-05-20,2004,new millennium,Spring
What Was I Thinkin',2003-01-01,2003,new millennium,Winter
Flying Without Wings,2003-08-22,2003,new millennium,Summer
I Do Love You,2003-07-17,2003,new millennium,Summer
