Song,Artist(s) Genres,Genres count,Weight,total weight of genres
About Damn Time,"{' minnesota hip hop', ' escape room', ' trap queen', 'pop'}",4,646,2584
Silly Love Songs - 2014 Remaster,"{'heartland rock', ' soft rock', ' rock', ' classic rock', ' album rock', ' mellow gold', ' folk rock', ' beatlesque', ' singer-songwriter'}",9,4345,39105
You Are,{'soft rock'},1,253,253
California Girls - Remix/Remastered 2001,"{' psychedelic rock', ' rock', ' folk rock', 'baroque pop', ' baroque pop', 'folk rock', ' sunshine pop', ' classic rock', ' mellow gold'}",9,2725,24525
It's My Party,"{'classic girl group', ' brill building pop', ' bubblegum pop'}",3,252,756
The Monster,"{' urban contemporary', ' rap', ' pop', ' hip hop', 'detroit hip hop', ' barbadian pop'}",6,2321,13926
Expressway (To Your Heart) - Single Version - 2019 Remaster,,0,0,0
Whatever It Takes,"{' modern rock', ' rock', 'pop'}",3,1295,3885
Snowbird,"{'canadian country', ' soft rock', ' canadian pop', ' mellow gold', ' classic country pop', ' adult standards'}",6,2168,13008
They Don't Know,"{' urban contemporary', 'contemporary r&b', ' r&b'}",3,1449,4347
"Baby, Baby Don't Cry - Stereo","{' classic soul', ' quiet storm', 'motown', ' soul'}",4,915,3660
What's Your Name,"{' rhythm and blues', 'doo-wop'}",2,172,344
Sixteen Tons,"{' country boogie', 'western swing', ' bluegrass gospel', ' country gospel', ' yodeling'}",5,11,55
Someday (You'll Want Me to Want You),"{'swing', ' british dance band', ' deep adult standards', ' vaudeville'}",4,90,360
Hold My Hand,{'deep adult standards'},1,52,52
When I Die,,0,0,0
Little Children,"{'british invasion', ' merseybeat'}",2,145,290
(Put Another Nickel In) Music! Music! Music!,{'deep adult standards'},1,52,52
Only Time,"{'middle earth', ' celtic', ' operatic pop'}",3,4,12
U Already Know,"{' r&b', ' boy band', ' contemporary r&b', 'urban contemporary', ' atl hip hop'}",5,1307,6535
Angel Baby,{'souldies'},1,3,3
Love Sneakin' Up On You,"{'electric blues', ' mellow gold', ' folk rock', ' singer-songwriter', ' heartland rock', ' folk', ' country rock'}",7,1895,13265
I Don't Wanna Know,,0,0,0
Rain,"{' pop', 'dance pop', ' dance pop', 'pop'}",4,2079,8316
Touch My Body,"{' urban contemporary', 'urban contemporary', ' pop', ' dance pop', 'pop'}",5,2402,12010
Rhythm Is A Dancer,"{' eurodance', 'german techno', ' diva house', ' hip house'}",4,85,340
Someone Like You,"{' uk pop', ' pop soul', ' british soul', 'pop'}",4,693,2772
I'm Like A Bird,"{' canadian latin', 'dance pop', ' canadian pop', ' pop'}",4,1105,4420
Stoned Soul Picnic - Remastered 2000,"{' bubblegum pop', ' soft rock', 'folk rock', ' sunshine pop', ' mellow gold', ' folk rock', ' singer-songwriter', ' motown', 'motown', ' adult standards'}",10,3324,33240
U Don't Have to Call,"{' urban contemporary', ' south carolina hip hop', ' r&b', ' rap', 'dance pop', ' contemporary r&b', ' atl hip hop', ' pop'}",8,3326,26608
Don't You Worry Child - Radio Edit,"{' pop edm', 'pop dance', ' edm', ' progressive electro house'}",4,86,344
Urgent,"{'heartland rock', ' soft rock', ' glam metal', ' rock', ' classic rock', ' album rock', ' mellow gold', ' hard rock'}",8,4090,32720
Could It Be I'm Falling in Love,"{' classic soul', 'soul', ' funk', ' quiet storm', ' disco', ' motown', ' philly soul'}",7,1647,11529
"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'","{'irish rock', ' rock', ' permanent wave', 'rock', ' irish rock'}",5,988,4940
One Dance (TikTok Edit) - Remix,{'sped up'},1,5,5
"i hate u, i love u (feat. olivia o'brien)","{' alt z', 'pop'}",2,597,1194
Beautiful In My Eyes,,0,0,0
Love Remains The Same,,0,0,0
They Don't Know,{'new wave pop'},1,302,302
Hard To Love,"{' modern country rock', 'country road', ' country', ' contemporary country'}",4,498,1992
Fall for You,"{' pop punk', 'piano rock', ' pixie', ' neon pop punk'}",4,66,264
Drift Away,"{' country', 'pop rock', ' post-grunge'}",3,320,960
Bette Davis Eyes,"{' synthpop', ' new romantic', 'new wave pop', ' soft rock'}",4,1533,6132
Thieves in the Temple,"{'funk rock', ' funk', ' rock', ' synth funk', ' funk rock', 'funk', ' minneapolis sound'}",7,1016,7112
The Old Lamplighter,,0,0,0
Peg o' My Heart,,0,0,0
Hey! Baby - Remastered,{'rock-and-roll'},1,140,140
Take A Chance On Me,"{' europop', 'swedish pop'}",2,52,104
If I Ever Lose My Faith In You,"{'soft rock', ' soft rock', ' permanent wave', 'permanent wave', ' sophisti-pop'}",5,1298,6490
Locked Up,{'dance pop'},1,359,359
Please Stay - Single Version,"{' rock-and-roll', 'doo-wop', ' soul', ' adult standards', ' rockabilly'}",5,1383,6915
December,"{' alternative rock', ' rock', ' grunge', 'post-grunge', ' pop rock'}",5,822,4110
Go Crazy,"{' atl trap', 'melodic rap', ' trap', ' r&b', ' rap', ' gangster rap', ' atl hip hop'}",7,1928,13496
Summer Of '69,"{'heartland rock', 'soft rock', ' soft rock', ' classic canadian rock', ' canadian singer-songwriter', ' canadian pop', ' mellow gold', ' heartland rock'}",8,2368,18944
Part-Time Lover,"{'motown', ' soul'}",2,410,820
Livin' On The Edge,"{' rock', ' classic rock', ' album rock', 'rock', 'classic rock', ' hard rock'}",6,2338,14028
You'll Never Find Another Love Like Mine (Originally Performed by Lou Rawls) [Karaoke Version],{'karaoke'},1,177,177
Fading Like A Flower (Every Time You Leave),"{' europop', 'swedish pop'}",2,52,104
One More Try,{'freestyle'},1,11,11
Fighter,"{' dance pop', ' urban contemporary', ' r&b', ' rap', 'gangster rap', 'dance pop', ' east coast hip hop', ' hip hop', ' hip pop', ' pop rap', ' pop', ' trap queen', ' southern hip hop'}",13,4910,63830
We Can't Go Wrong,{'freestyle'},1,11,11
Nobody (feat. Athena Cage),"{' new jack swing', 'contemporary r&b', ' urban contemporary', ' r&b'}",4,1636,6544
How to Save a Life,"{' piano rock', ' pop rock', 'neo mellow', ' pop'}",4,837,3348
You Can't Sit Down,"{' rhythm and blues', 'doo-wop'}",2,172,344
No-No Song,"{'beatlesque', ' classic rock', ' rock drums'}",3,693,2079
Hurting Each Other.,{'musica para ninos'},1,2,2
Hot Line - Single Version,"{' disco', 'classic soul'}",2,390,780
Plug Walk,"{'melodic rap', ' trap', ' rap', ' plugg', ' atl hip hop'}",5,1177,5885
My World Is Empty Without You,"{' classic girl group', 'disco', ' motown', ' soul'}",4,587,2348
Too Much Heaven,"{'soft rock', ' disco'}",2,571,1142
Temperature,"{'dance pop', ' dancehall', ' pop rap', ' pop'}",4,1327,5308
Man! I Feel Like A Woman!,"{' canadian country', ' canadian pop', ' country', 'country dawn', ' contemporary country'}",5,561,2805
The Look,"{' europop', 'swedish pop'}",2,52,104
Ooo Baby Baby,"{' classic soul', 'soul', ' quiet storm', ' motown', 'motown', ' soul'}",6,1387,8322
The Fighter,"{' australian pop', ' australian country', ' classic oklahoma country', 'dance pop', ' country dawn', ' country', ' contemporary country', ' country road'}",8,861,6888
Heaven,"{' country', ' contemporary country', ' black americana', 'country road'}",4,462,1848
Sail Along Silv'ry Moon,"{'space age pop', ' space age pop', 'easy listening', ' easy listening'}",4,311,1244
Soul Survivor,"{' dirty south rap', ' trap', ' rap', 'gangster rap', ' crunk', ' southern hip hop', ' atl hip hop', ' old school atlanta hip hop', ' dance pop'}",9,2380,21420
"Hello, I Love You","{' psychedelic rock', ' classic rock', ' rock', ' acid rock', ' album rock', 'rock', 'acid rock', ' hard rock'}",8,2488,19904
Human Nature,"{' r&b', 'soul'}",2,955,1910
I Miss You,"{'pop punk', ' modern rock', ' rock', ' socal pop punk', ' punk', ' alternative metal'}",6,807,4842
This D.J.,"{'gangster rap', ' hardcore hip hop', ' hip hop', ' g funk', ' west coast rap'}",5,830,4150
Before You Walk Out of My Life,"{' urban contemporary', ' r&b', ' contemporary r&b', 'hip pop'}",4,1718,6872
Close Friends (Lil Baby & Gunna),"{' atl trap', ' rap', 'trap', ' atl hip hop'}",4,870,3480
Pink Cadillac,"{'soul', ' quiet storm', ' disco', ' vocal jazz', 'disco', ' adult standards', ' soul'}",7,1761,12327
Leader Of The Pack,"{' rock-and-roll', 'classic girl group', ' brill building pop'}",3,430,1290
I Only Wanna Be With You,"{' synthpop', ' new romantic', 'new wave pop', ' hi-nrg'}",4,768,3072
Your Wildest Dreams,"{' rock', ' folk rock', ' singer-songwriter', ' hard rock', ' soft rock', ' symphonic rock', ' progressive rock', 'heartland rock', ' art rock', ' flute rock', ' album rock', ' heartland rock', 'folk rock', ' classic rock', ' british invasion', ' mellow gold', ' country rock'}",17,5517,93789
Pump It (As Made Famous By Black Eyed Peas Instrumental Cover),{'fake'},1,2,2
Rock And Roll Dreams Come Through,{'album rock'},1,23,23
Those Were The Days - Remastered,"{'classic uk pop', ' merseybeat'}",2,115,230
Somebody To Love - Remastered 2011,"{' glam rock', 'glam rock', ' rock', ' classic rock', 'classic rock'}",5,1408,7040
Am I Wrong,,0,0,0
"What Is Love - 7"" Mix","{' europop', 'eurodance'}",2,45,90
No Son of Mine - 2007 Remaster,"{' art rock', ' rock', 'art rock', ' album rock', ' hard rock', 'soft rock', ' soft rock', ' classic rock', ' symphonic rock', ' mellow gold', ' progressive rock'}",11,4115,45265
Honey,"{' urban contemporary', 'urban contemporary', ' pop', ' dance pop', 'pop'}",5,2402,12010
"Money, Power & Respect (feat. DMX & Lil' Kim)","{' dance pop', ' urban contemporary', ' r&b', ' rap', 'gangster rap', ' east coast hip hop', ' hardcore hip hop', ' hip hop', ' hip pop', ' pop rap', ' trap queen', ' southern hip hop'}",12,4040,48480
Who Knew - Karaoke Version In the Style of Pink,{'karaoke'},1,177,177
"It Ain't Me - Tribute Kygo, Selena Gomez",,0,0,0
Grazing In the Grass,"{' classic soul', 'motown'}",2,334,668
Beautiful,"{'canadian old school hip hop', ' toronto rap', ' dance pop'}",3,584,1752
Soul Serenade,"{'instrumental soul', ' classic soul', ' memphis soul'}",3,438,1314
Back That Azz Up,"{' dirty south rap', ' trap', ' rap', 'southern hip hop', ' new orleans rap', ' crunk', ' bounce', ' hip hop', ' pop rap'}",9,2138,19242
Let Me Be There,"{' soft rock', 'australian dance', ' disco', ' mellow gold', ' adult standards'}",5,2256,11280
Chasing Cars,"{' neo mellow', 'irish rock', ' modern rock', ' permanent wave', ' pop rock'}",5,470,2350
The Living Years,"{' synthpop', ' new romantic', 'new wave pop', ' soft rock', ' new wave', ' album rock', ' mellow gold', 'new wave', ' new wave pop'}",9,3195,28755
What'chu Like (feat. Tyrese),"{' urban contemporary', ' dirty south rap', ' r&b', ' chicago rap', ' contemporary r&b', ' new jack swing', 'hip pop'}",7,2119,14833
Kiss from a Rose,{'british soul'},1,8,8
Before You Go,"{' uk pop', 'pop'}",2,656,1312
I Do!!,,0,0,0
Sleeping Bag,"{' classic rock', ' rock', ' album rock', 'blues rock', ' hard rock'}",5,2161,10805
Empire State Of Mind,"{' r&b', ' rap', ' east coast hip hop', ' gangster rap', ' hip hop', ' pop rap', ' neo soul', 'pop'}",8,2992,23936
Over My Head (Cable Car),"{' piano rock', ' pop rock', 'neo mellow', ' pop'}",4,837,3348
Invisible Man,{'boy band'},1,22,22
Steal My Sunshine,{'canadian rock'},1,1,1
Personality,"{' tin pan alley', ' big band', ' swing', 'vocal harmony group'}",4,80,320
Tonight I Celebrate My Love (Originally Performed by Peabo Bryson and Roberta Flack) [Karaoke Version],,0,0,0
Le Freak - 2018 Remaster,"{'soul', ' funk', ' disco'}",3,847,2541
Let Me Be The One,"{' freestyle', 'new wave pop'}",2,338,676
Heartaches By The Number,"{'deep adult standards', ' rock-and-roll', ' deep adult standards', 'rock-and-roll'}",4,569,2276
I Believe In You (You Believe In Me),"{' memphis soul', 'southern soul', ' soul blues'}",3,161,483
Kiss Me,"{'pop rock', ' lilith'}",2,96,192
Mi Gente,"{' francoton', 'reggaeton colombiano', ' urbano latino', ' trap latino', ' reggaeton'}",5,63,315
Turn Me On (feat. Nicki Minaj),"{' queens hip hop', ' rap', 'pop dance', ' hip pop', ' edm', ' pop', ' dance pop', ' big room'}",8,1996,15968
One Thing Right - Duke & Jones Remix,"{' black americana', ' pop', ' progressive electro house', ' edm', ' brostep', ' country', 'uk dance', ' contemporary country', ' country road'}",9,1097,9873
Fly Away,"{' permanent wave', 'rock'}",2,346,692
Still,"{' soft rock', 'soul', ' funk', ' quiet storm', ' disco', ' mellow gold', ' motown', ' adult standards'}",8,3216,25728
Damn Strait,"{' modern country rock', 'country road', ' country', 'contemporary country', ' contemporary country', ' country road'}",6,652,3912
"My Heart Will Go On - Love Theme from ""Titanic""",{'canadian pop'},1,15,15
Let Me Love You,"{'pop dance', ' canadian pop', ' edm', ' electronic trap', ' pop'}",5,826,4130
"Gone, Gone, Gone","{' neo mellow', 'folk-pop', ' pop rock'}",3,184,552
You Really Got Me,"{' psychedelic rock', ' protopunk', 'folk rock', ' art rock', ' rock', ' classic rock', ' glam rock', ' british invasion', ' album rock', ' singer-songwriter'}",10,2928,29280
Sweet Dreams (Are Made of This) - Remastered,"{' new romantic', 'new wave pop', ' rock', ' album rock', ' singer-songwriter', ' sophisti-pop', ' synthpop', ' new wave', ' soft rock', ' dance rock', ' rock keyboard'}",11,3387,37257
The One I Gave My Heart To,"{' urban contemporary', ' r&b', ' contemporary r&b', 'hip pop', ' dance pop'}",5,2272,11360
Swervin (feat. 6ix9ine),"{'melodic rap', ' trap', ' emo rap', ' rap'}",4,974,3896
"Welcome Back (Theme from Welcome Back, Kotter)","{'american folk revival', ' folk rock', ' singer-songwriter', ' yacht rock', ' folk', ' country rock'}",6,1239,7434
Scarborough Fair / Canticle,"{' rock', ' melancholia', ' folk rock', 'rock', ' folk', ' soft rock', 'folk rock', ' classic rock', ' mellow gold'}",9,3582,32238
Don't Phunk With My Heart (In The Style Of Black Eyed Peas),,0,0,0
Let's Get It On,"{' classic soul', 'soul', ' northern soul', ' quiet storm', ' motown', ' neo soul'}",6,1086,6516
Make It Real,"{' freestyle', ' new wave pop', 'minneapolis sound'}",3,240,720
Who Do U Love,"{' r&b', ' vocal house', ' contemporary r&b', ' canadian pop', 'urban contemporary'}",5,1169,5845
Can't You See That She's Mine (Originally Performed By the Dave Clark Five) - Karaoke Version,{'karaoke'},1,177,177
Just Don't Want to Be Lonely,"{' classic soul', ' post-disco', 'soul', ' southern soul', ' funk', ' quiet storm', ' disco', ' motown'}",8,1748,13984
Dangerous,"{'canadian old school hip hop', ' toronto rap', ' dance pop'}",3,584,1752
21 Questions,"{' queens hip hop', ' rap', 'gangster rap', ' east coast hip hop', ' hardcore hip hop', ' hip hop', ' g funk', ' west coast rap', ' pop rap'}",9,2011,18099
I Wanna Love You,"{' rap', 'gangster rap', ' hip hop', ' g funk', ' west coast rap', ' pop rap', ' dance pop'}",7,2316,16212
Dim All The Lights,"{'new wave pop', ' soft rock', ' disco', ' hi-nrg', ' adult standards'}",5,1863,9315
"Whenever I Call You ""Friend"" (feat. Stevie Nicks)","{'new wave pop', ' soft rock', ' classic rock', ' album rock', ' mellow gold', ' heartland rock', ' yacht rock', ' singer-songwriter'}",8,3706,29648
Jealous,"{' dance pop', 'pop'}",2,1142,2284
"Seventh Son - Live At Whisky A Go-Go, Los Angeles, CA / 1965",{'bubblegum pop'},1,47,47
The Unicorn,"{' canadian celtic', ' irish pub song', 'irish folk'}",3,3,9
The Hanging Tree,"{' soundtrack', 'orchestral soundtrack'}",2,3,6
Never Forget You (Karaoke Version)[In The Style Of Zara Larsson & Mnek],{'karaoke'},1,177,177
Big Love - 2018 Remaster,"{' soft rock', ' classic rock', ' album rock', 'rock', ' yacht rock'}",5,2296,11480
love nwantiti (ah ah ah),"{' afro r&b', 'afrobeats'}",2,5,10
Don’t Stop The Music (In The Style Of Rihanna),,0,0,0
Breakout,"{'new wave pop', ' sophisti-pop'}",2,336,672
(She's) Sexy + 17 - Single Edit/24 Bit Remastered 99/Digital Remaster/1999,"{' instrumental surf', 'rockabilly'}",2,105,210
Half As Much (with Percy Faith & His Orchestra),"{'adult standards', ' ""mans orchestra"" ', 'vocal jazz ', ' easy listening'}",4,318,1272
I Get the Bag (feat. Migos),"{'dirty south rap', ' trap', ' rap', ' hip hop', ' atl hip hop', ' southern hip hop'}",6,1817,10902
The Anniversary Song,"{' music hall', 'vaudeville', ' british dance band', ' swing', ' big band', ' tin pan alley', ' vintage jazz'}",7,82,574
Heartaches By The Number,"{' rock-and-roll', ' deep adult standards', 'rock-and-roll', 'deep adult standards'}",4,569,2276
Uptight (Everything's Alright),"{' motown', 'motown', 'soul', ' soul'}",4,882,3528
Rockin' That Thang - Album Version (Edited),"{' urban contemporary', ' trap', ' dirty south rap', ' r&b', 'hip pop', ' southern hip hop'}",6,2149,12894
Let the Music Play,"{' freestyle', ' hi-nrg', ' post-disco', 'minneapolis sound'}",4,116,464
Be Like That - feat. Swae Lee & Khalid,"{'melodic rap', ' black americana', ' trap', ' rap', ' pop r&b', ' country', ' pop', ' contemporary country', ' country road'}",9,2008,18072
(You Gotta) Fight For Your Right (To Party!),"{' alternative rock', ' rap', ' rock', ' east coast hip hop', ' hip hop', ' rap rock', ' golden age hip hop', 'old school hip hop'}",8,1885,15080
She Knows,"{' urban contemporary', ' trap', ' r&b', ' rap', ' crunk', 'dance pop', ' memphis hip hop', ' pop rap', ' pop', ' southern hip hop'}",10,3787,37870
Take The Money And Run,"{'heartland rock', ' soft rock', ' rock', ' classic rock', ' album rock', ' mellow gold', ' singer-songwriter', ' hard rock'}",8,4374,34992
Forgot About Dre,"{' rap', 'gangster rap', ' hip hop', ' g funk', ' west coast rap', ' detroit hip hop'}",6,1410,8460
Say You're Mine Again (with The Ramblers),"{' easy listening', ' adult standards', 'nueva ola chilena'}",3,628,1884
"Mrs. Brown, You've Got A Lovely Daughter","{'beach music', ' new romantic', 'glam metal', ' classic soul', 'new wave pop', ' rock', ' quiet storm', ' philly soul', ' memphis soul', 'hard rock', ' singer-songwriter', ' new wave pop', ' hard rock', ' instrumental funk', ' new wave', ' soft rock', 'soft rock', 'dance pop', ' new jack swing', ' blues', ' soul', ' girl group', 'heartland rock', ' jangle pop', ' psychedelic rock', ' rock-and-roll', ' r&b', ' southern soul', ' permanent wave', ' disco', ' album rock', ' instrumental soul', ' folk', ' pop', ' synthpop', 'karaoke', ' urban contemporary', 'soul', 'folk rock', ' funk', ' classic rock', ' glam metal', ' british invasion', ' candy pop', ' mellow gold', ' country rock', 'instrumental soul', 'contemporary r&b', ' adult standards'}",49,13433,658217
